model,condition,id,gold,prediction,confidence,correct,request_words,padding_words,raw
gpt-5.6-luna,short,banking-611,supported_cards_and_currencies,supported_cards_and_currencies,96,1,12,0,"{""label"":""supported_cards_and_currencies"",""confidence"":96}"
gpt-5.6-luna,short,banking-395,compromised_card,card_payment_not_recognised,99,0,15,0,"{""label"":""card_payment_not_recognised"",""confidence"":99}"
gpt-5.6-luna,short,banking-164,supported_cards_and_currencies,supported_cards_and_currencies,99,1,6,0,"{""label"":""supported_cards_and_currencies"",""confidence"":99}"
gpt-5.6-luna,short,banking-002,Refund_not_showing_up,Refund_not_showing_up,99,1,8,0,"{""label"":""Refund_not_showing_up"",""confidence"":99}"
gpt-5.6-luna,short,banking-008,age_limit,age_limit,98,1,11,0,"{""label"":""age_limit"",""confidence"":98}"
gpt-5.6-luna,short,banking-621,terminate_account,terminate_account,100,1,7,0,"{""label"":""terminate_account"",""confidence"":100}"
gpt-5.6-luna,short,banking-193,transfer_fee_charged,transfer_fee_charged,99,1,7,0,"{""label"":""transfer_fee_charged"",""confidence"":99}"
gpt-5.6-luna,short,banking-414,declined_card_payment,declined_card_payment,99,1,9,0,"{""label"":""declined_card_payment"",""confidence"":99}"
gpt-5.6-luna,short,banking-675,transaction_charged_twice,transaction_charged_twice,99,1,9,0,"{""label"":""transaction_charged_twice"",""confidence"":99}"
gpt-5.6-luna,short,banking-197,transfer_into_account,transfer_into_account,93,1,20,0,"{""label"":""transfer_into_account"",""confidence"":93}"
gpt-5.6-luna,short,banking-307,card_about_to_expire,country_support,98,0,16,0,"{""label"":""country_support"",""confidence"":98}"
gpt-5.6-luna,short,banking-433,declined_transfer,declined_card_payment,99,0,24,0,"{""label"":""declined_card_payment"",""confidence"":99}"
gpt-5.6-luna,short,banking-579,pending_transfer,pending_transfer,99,1,8,0,"{""label"":""pending_transfer"",""confidence"":99}"
gpt-5.6-luna,short,banking-076,country_support,country_support,99,1,11,0,"{""label"":""country_support"",""confidence"":99}"
gpt-5.6-luna,short,banking-447,disposable_card_limits,disposable_card_limits,99,1,10,0,"{""label"":""disposable_card_limits"",""confidence"":99}"
gpt-5.6-luna,short,banking-421,declined_cash_withdrawal,declined_cash_withdrawal,99,1,6,0,"{""label"":""declined_cash_withdrawal"",""confidence"":99}"
gpt-5.6-luna,short,banking-195,transfer_fee_charged,transfer_fee_charged,99,1,11,0,"{""label"":""transfer_fee_charged"",""confidence"":99}"
gpt-5.6-luna,short,banking-384,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,99,1,13,0,"{""label"":""cash_withdrawal_not_recognised"",""confidence"":99}"
gpt-5.6-luna,short,banking-153,pin_blocked,pin_blocked,98,1,5,0,"{""label"":""pin_blocked"",""confidence"":98}"
gpt-5.6-luna,short,banking-119,get_physical_card,change_pin,98,0,9,0,"{""label"":""change_pin"",""confidence"":98}"
gpt-5.6-luna,short,banking-527,lost_or_stolen_card,lost_or_stolen_card,99,1,10,0,"{""label"":""lost_or_stolen_card"",""confidence"":99}"
gpt-5.6-luna,short,banking-628,top_up_by_bank_transfer_charge,transfer_into_account,78,0,7,0,"{""label"":""transfer_into_account"",""confidence"":78}"
gpt-5.6-luna,short,banking-650,top_up_failed,top_up_failed,100,1,8,0,"{""label"":""top_up_failed"",""confidence"":100}"
gpt-5.6-luna,short,banking-211,verify_source_of_funds,verify_source_of_funds,99,1,12,0,"{""label"":""verify_source_of_funds"",""confidence"":99}"
gpt-5.6-luna,short,banking-144,pending_cash_withdrawal,pending_cash_withdrawal,96,1,25,0,"{""label"":""pending_cash_withdrawal"",""confidence"":96}"
gpt-5.6-luna,short,banking-287,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,99,1,24,0,"{""label"":""balance_not_updated_after_cheque_or_cash_deposit"",""confidence"":99}"
gpt-5.6-luna,short,banking-733,verify_top_up,verify_top_up,97,1,12,0,"{""label"":""verify_top_up"",""confidence"":97}"
gpt-5.6-luna,short,banking-606,reverted_card_payment?,reverted_card_payment?,96,1,8,0,"{""label"":""reverted_card_payment?"",""confidence"":96}"
gpt-5.6-luna,short,banking-154,receiving_money,receiving_money,99,1,6,0,"{""label"":""receiving_money"",""confidence"":99}"
gpt-5.6-luna,short,banking-735,verify_top_up,verify_top_up,99,1,9,0,"{""label"":""verify_top_up"",""confidence"":99}"
gpt-5.6-luna,short,banking-567,pending_cash_withdrawal,pending_cash_withdrawal,99,1,42,0,"{""label"":""pending_cash_withdrawal"",""confidence"":99}"
gpt-5.6-luna,short,banking-007,age_limit,age_limit,99,1,13,0,"{""label"":""age_limit"",""confidence"":99}"
gpt-5.6-luna,short,banking-676,transaction_charged_twice,transaction_charged_twice,99,1,10,0,"{""label"":""transaction_charged_twice"",""confidence"":99}"
gpt-5.6-luna,short,banking-684,transfer_fee_charged,transfer_fee_charged,98,1,12,0,"{""label"":""transfer_fee_charged"",""confidence"":98}"
gpt-5.6-luna,short,banking-039,card_arrival,card_arrival,96,1,11,0,"{""label"":""card_arrival"",""confidence"":96}"
gpt-5.6-luna,short,banking-610,supported_cards_and_currencies,supported_cards_and_currencies,98,1,6,0,"{""label"":""supported_cards_and_currencies"",""confidence"":98}"
gpt-5.6-luna,short,banking-240,activate_my_card,activate_my_card,99,1,7,0,"{""label"":""activate_my_card"",""confidence"":99}"
gpt-5.6-luna,short,banking-172,top_up_by_card_charge,top_up_by_card_charge,98,1,7,0,"{""label"":""top_up_by_card_charge"",""confidence"":98}"
gpt-5.6-luna,short,banking-174,top_up_by_card_charge,top_up_by_card_charge,98,1,5,0,"{""label"":""top_up_by_card_charge"",""confidence"":98}"
gpt-5.6-luna,short,banking-163,supported_cards_and_currencies,supported_cards_and_currencies,99,1,5,0,"{""label"":""supported_cards_and_currencies"",""confidence"":99}"
gpt-5.6-luna,short,banking-274,balance_not_updated_after_bank_transfer,transfer_timing,98,0,12,0,"{""label"":""transfer_timing"",""confidence"":98}"
gpt-5.6-luna,short,banking-170,top_up_by_bank_transfer_charge,transfer_fee_charged,96,0,14,0,"{""label"":""transfer_fee_charged"",""confidence"":96}"
gpt-5.6-luna,short,banking-225,why_verify_identity,verify_my_identity,91,0,16,0,"{""label"":""verify_my_identity"",""confidence"":91}"
gpt-5.6-luna,short,banking-283,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,99,1,22,0,"{""label"":""balance_not_updated_after_cheque_or_cash_deposit"",""confidence"":99}"
gpt-5.6-luna,short,banking-022,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,98,1,16,0,"{""label"":""balance_not_updated_after_cheque_or_cash_deposit"",""confidence"":98}"
gpt-5.6-luna,short,banking-120,get_physical_card,passcode_forgotten,96,0,6,0,"{""label"":""passcode_forgotten"",""confidence"":96}"
gpt-5.6-luna,short,banking-247,age_limit,age_limit,98,1,10,0,"{""label"":""age_limit"",""confidence"":98}"
gpt-5.6-luna,short,banking-075,contactless_not_working,contactless_not_working,99,1,3,0,"{""label"":""contactless_not_working"",""confidence"":99}"
gpt-5.6-luna,short,banking-722,verify_source_of_funds,verify_source_of_funds,98,1,8,0,"{""label"":""verify_source_of_funds"",""confidence"":98}"
gpt-5.6-luna,short,banking-608,reverted_card_payment?,declined_card_payment,98,0,8,0,"{""label"":""declined_card_payment"",""confidence"":98}"
gpt-5.6-luna,short,banking-359,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,99,1,13,0,"{""label"":""card_payment_wrong_exchange_rate"",""confidence"":99}"
gpt-5.6-luna,short,banking-223,why_verify_identity,why_verify_identity,100,1,8,0,"{""label"":""why_verify_identity"",""confidence"":100}"
gpt-5.6-luna,short,banking-196,transfer_into_account,transfer_into_account,99,1,13,0,"{""label"":""transfer_into_account"",""confidence"":99}"
gpt-5.6-luna,short,banking-557,pending_card_payment,declined_card_payment,92,0,7,0,"{""label"":""declined_card_payment"",""confidence"":92}"
gpt-5.6-luna,short,banking-199,transfer_not_received_by_recipient,transfer_not_received_by_recipient,99,1,12,0,"{""label"":""transfer_not_received_by_recipient"",""confidence"":99}"
gpt-5.6-luna,short,banking-140,pending_card_payment,pending_card_payment,99,1,10,0,"{""label"":""pending_card_payment"",""confidence"":99}"
gpt-5.6-luna,short,banking-668,topping_up_by_card,top_up_reverted,78,0,11,0,"{""label"":""top_up_reverted"",""confidence"":78}"
gpt-5.6-luna,short,banking-565,pending_cash_withdrawal,pending_cash_withdrawal,96,1,8,0,"{""label"":""pending_cash_withdrawal"",""confidence"":96}"
gpt-5.6-luna,short,banking-704,transfer_timing,transfer_timing,99,1,8,0,"{""label"":""transfer_timing"",""confidence"":99}"
gpt-4.1-nano,medium,banking-626,top_up_by_bank_transfer_charge,transfer_fee_charged,95,0,9,500,"{""label"": ""transfer_fee_charged"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-275,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,85,1,12,500,"{""label"": ""balance_not_updated_after_bank_transfer"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-514,getting_spare_card,getting_spare_card,95,1,6,500,"{""label"": ""getting_spare_card"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-630,top_up_by_bank_transfer_charge,reverted_card_payment?,10,0,9,500,"{""label"": ""reverted_card_payment?"", ""confidence"": 10}"
gpt-4.1-nano,medium,banking-071,compromised_card,card_payment_not_recognised,95,0,23,500,"{""label"": ""card_payment_not_recognised"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-420,declined_card_payment,card_payment_not_recognised,85,0,7,500,"{""label"": ""card_payment_not_recognised"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-259,apple_pay_or_google_pay,apple_pay_or_google_pay,95,1,8,500,"{""label"": ""apple_pay_or_google_pay"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-342,card_not_working,card_not_working,95,1,8,500,"{""label"": ""card_not_working"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-643,top_up_by_cash_or_cheque,balance_not_updated_after_cheque_or_cash_deposit,70,0,4,500,"{""label"": ""balance_not_updated_after_cheque_or_cash_deposit"", ""confidence"": 70}"
gpt-4.1-nano,medium,banking-648,top_up_failed,top_up_failed,85,1,36,500,"{""label"": ""top_up_failed"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-051,card_payment_fee_charged,extra_charge_on_statement,85,0,5,500,"{""label"": ""extra_charge_on_statement"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-092,disposable_card_limits,get_disposable_virtual_card,85,0,12,500,"{""label"": ""get_disposable_virtual_card"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-074,contactless_not_working,contactless_not_working,85,1,11,500,"{""label"": ""contactless_not_working"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-737,virtual_card_not_working,virtual_card_not_working,95,1,10,500,"{""label"": ""virtual_card_not_working"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-510,get_physical_card,change_pin,95,0,15,500,"{""label"": ""change_pin"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-694,transfer_not_received_by_recipient,transfer_timing,95,0,13,500,"{""label"": ""transfer_timing"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-258,apple_pay_or_google_pay,apple_pay_or_google_pay,85,1,9,500,"{""label"": ""apple_pay_or_google_pay"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-358,card_payment_wrong_exchange_rate,exchange_rate,95,0,14,500,"{""label"": ""exchange_rate"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-328,card_delivery_estimate,card_delivery_estimate,85,1,12,500,"{""label"": ""card_delivery_estimate"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-305,card_about_to_expire,card_about_to_expire,95,1,13,500,"{   ""label"": ""card_about_to_expire"",   ""confidence"": 95 }"
gpt-4.1-nano,medium,banking-710,unable_to_verify_identity,unable_to_verify_identity,85,1,13,500,"{""label"": ""unable_to_verify_identity"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-083,declined_cash_withdrawal,cash_withdrawal_not_recognised,85,0,26,500,"{""label"": ""cash_withdrawal_not_recognised"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-033,card_about_to_expire,card_about_to_expire,95,1,8,500,"{""label"": ""card_about_to_expire"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-607,reverted_card_payment?,declined_card_payment,85,0,11,500,"{""label"": ""declined_card_payment"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-440,direct_debit_payment_not_recognised,cancel_transfer,95,0,21,500,"{""label"": ""cancel_transfer"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-613,supported_cards_and_currencies,apple_pay_or_google_pay,10,0,11,500,"{""label"": ""apple_pay_or_google_pay"", ""confidence"": 10}"
gpt-4.1-nano,medium,banking-026,beneficiary_not_allowed,transfer_not_received_by_recipient,70,0,10,500,"{""label"": ""transfer_not_received_by_recipient"", ""confidence"": 70}"
gpt-4.1-nano,medium,banking-263,atm_support,atm_support,95,1,8,500,"{""label"": ""atm_support"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-013,atm_support,atm_support,95,1,7,500,"{""label"": ""atm_support"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-584,pin_blocked,change_pin,95,0,9,500,"{   ""label"": ""change_pin"",   ""confidence"": 95 }"
gpt-4.1-nano,medium,banking-164,supported_cards_and_currencies,supported_cards_and_currencies,85,1,6,500,"{""label"": ""supported_cards_and_currencies"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-106,extra_charge_on_statement,pending_transfer,70,0,9,500,"{""label"": ""pending_transfer"", ""confidence"": 70}"
gpt-4.1-nano,medium,banking-123,getting_spare_card,get_spare_card,95,0,7,500,"{""label"": ""get_spare_card"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-676,transaction_charged_twice,transaction_charged_twice,95,1,10,500,"{""label"": ""transaction_charged_twice"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-405,contactless_not_working,contactless_not_working,95,1,16,500,"{""label"": ""contactless_not_working"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-151,pin_blocked,pin_blocked,95,1,14,500,"{""label"": ""pin_blocked"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-078,country_support,country_support,95,1,6,500,"{""label"": ""country_support"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-731,verify_top_up,verify_top_up,95,1,8,500,"{""label"": ""verify_top_up"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-110,failed_transfer,failed_transfer,85,1,5,500,"{""label"": ""failed_transfer"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-712,unable_to_verify_identity,verify_my_identity,85,0,6,500,"{""label"": ""verify_my_identity"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-661,top_up_reverted,request_refund,95,0,28,500,"{""label"": ""request_refund"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-339,card_not_working,card_not_working,95,1,6,500,"{""label"": ""card_not_working"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-231,wrong_exchange_rate_for_cash_withdrawal,cash_withdrawal_charge,85,0,19,500,"{""label"": ""cash_withdrawal_charge"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-133,order_physical_card,order_physical_card,95,1,11,500,"{""label"": ""order_physical_card"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-507,get_physical_card,change_pin,95,0,4,500,"{""label"": ""change_pin"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-370,card_swallowed,card_swallowed,95,1,7,500,"{   ""label"": ""card_swallowed"",   ""confidence"": 95 }"
gpt-4.1-nano,medium,banking-702,transfer_timing,transfer_timing,85,1,9,500,"{""label"": ""transfer_timing"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-563,pending_cash_withdrawal,balance_not_updated_after_atm_support,85,0,17,500,"{""label"": ""balance_not_updated_after_atm_support"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-759,wrong_amount_of_cash_received,wrong_amount_of_cash_received,95,1,10,500,"{""label"": ""wrong_amount_of_cash_received"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-396,compromised_card,reverted_card_payment?,20,0,11,500,"{""label"": ""reverted_card_payment?"", ""confidence"": 20}"
gpt-4.1-nano,medium,banking-751,why_verify_identity,why_verify_identity,85,1,10,500,"{""label"": ""why_verify_identity"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-181,top_up_limits,top_up_limits,95,1,9,500,"{""label"": ""top_up_limits"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-589,receiving_money,fiat_currency_support,85,0,13,500,"{""label"": ""fiat_currency_support"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-247,age_limit,age_limit,85,1,10,500,"{""label"": ""age_limit"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-015,atm_support,atm_support,95,1,6,500,"{""label"": ""atm_support"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-017,automatic_top_up,automatic_top_up,95,1,12,500,"{""label"": ""automatic_top_up"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-732,verify_top_up,verify_top_up,95,1,9,500,"{""label"": ""verify_top_up"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-169,top_up_by_bank_transfer_charge,top_up_by_bank_transfer_charge,85,1,12,500,"{""label"": ""top_up_by_bank_transfer_charge"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-279,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,85,1,11,500,"{""label"": ""balance_not_updated_after_bank_transfer"", ""confidence"": 85}"
gpt-4.1-nano,medium,banking-649,top_up_failed,top_up_failed,80,1,6,500,"{""label"": ""top_up_failed"", ""confidence"": 80}"
gpt-4.1-nano,medium,banking-034,card_acceptance,card_acceptance,95,1,9,500,"{""label"": ""card_acceptance"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-141,pending_card_payment,pending_card_payment,95,1,5,500,"{""label"": ""pending_card_payment"", ""confidence"": 95}"
gpt-4.1-nano,medium,banking-411,country_support,card_acceptance,85,0,6,500,"{""label"": ""card_acceptance"", ""confidence"": 85}"
